CustomerKey,HouseOwnerFlag,NumberCarsOwned,BikeBuyer,M,S,Bachelors,Graduate Degree,High School,Partial College,Partial High School,Clerical,Management,Manual,Professional,Skilled Manual,Female,Male,Europe,North America,Pacific,0-1 Miles,1-2 Miles,10+ Miles,2-5 Miles,5-10 Miles,YearlyIncome_normalized,TotalChildren_normalized,NumberChildrenAtHome_normalized,Age_normalized,Firstpurchased_normalized
11032,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.0625,0.8,0.0,0.4788732394366197,1.0
11033,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0625,0.8,0.0,0.4647887323943662,1.0
11034,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0625,0.8,0.0,0.4788732394366197,1.0
11035,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.0,0.4,0.2,0.4647887323943662,1.0
11036,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.028169014084507043,0.3333333333333333
11037,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.04225352112676056,0.3333333333333333
11038,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,0.4,0.2,0.4647887323943662,1.0
11039,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.125,0.6,0.0,0.4507042253521127,1.0
11040,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.125,0.0,0.0,0.056338028169014086,0.0
11041,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.04225352112676056,0.3333333333333333
11042,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.375,0.0,0.0,0.056338028169014086,0.3333333333333333
11043,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.3125,0.0,0.0,0.07042253521126761,0.0
11044,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.0625,0.4,0.2,0.4507042253521127,1.0
11045,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.125,0.6,0.0,0.43661971830985913,0.0
11046,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.125,0.6,0.0,0.43661971830985913,1.0
11047,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.125,0.6,0.0,0.43661971830985913,1.0
11048,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.125,0.6,0.0,0.4225352112676056,1.0
11049,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.014084507042253521,0.3333333333333333
11050,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.125,0.6,0.0,0.4225352112676056,1.0
11051,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.125,0.6,0.0,0.4225352112676056,0.0
11052,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.4225352112676056,1.0
11053,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.014084507042253521,0.3333333333333333
11054,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.4084507042253521,1.0
11055,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.4084507042253521,1.0
11056,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.1875,0.6,0.0,0.39436619718309857,1.0
11057,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0.375,0.4,0.0,0.38028169014084506,1.0
11058,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.4375,0.4,0.0,0.38028169014084506,1.0
11059,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.38028169014084506,0.3333333333333333
11060,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.38028169014084506,1.0
11061,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.38028169014084506,1.0
11062,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.08450704225352113,0.3333333333333333
11063,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.08450704225352113,0.3333333333333333
11064,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11065,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.09859154929577464,0.3333333333333333
11066,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.375,0.0,0.0,0.09859154929577464,0.0
11067,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.3125,0.0,0.0,0.056338028169014086,0.0
11068,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.352112676056338,0.0
11069,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.4375,0.4,0.0,0.352112676056338,0.6666666666666666
11070,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.36619718309859156,0.6666666666666666
11071,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.36619718309859156,0.3333333333333333
11072,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0.4375,0.4,0.0,0.36619718309859156,1.0
11073,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.375,0.4,0.0,0.352112676056338,0.3333333333333333
11074,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.375,0.4,0.0,0.352112676056338,0.3333333333333333
11075,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.323943661971831,0.6666666666666666
11076,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.4375,0.4,0.0,0.3380281690140845,0.6666666666666666
11077,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.4375,0.4,0.0,0.323943661971831,0.6666666666666666
11078,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0.1875,0.0,0.0,0.09859154929577464,0.3333333333333333
11079,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.9375,0.0,0.0,0.30985915492957744,0.3333333333333333
11080,1,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0.30985915492957744,0.6666666666666666
11081,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.6875,0.4,0.4,0.2112676056338028,0.3333333333333333
11082,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.75,0.0,0.2,0.2112676056338028,0.3333333333333333
11083,1,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0.75,0.0,0.2,0.2112676056338028,0.3333333333333333
11084,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.4375,0.4,0.0,0.3380281690140845,0.3333333333333333
11085,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0.3125,0.4,0.0,0.3380281690140845,0.0
11086,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0.375,0.4,0.2,0.323943661971831,0.0
11087,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0.375,0.6,0.4,0.323943661971831,0.3333333333333333
11088,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.4375,0.4,0.2,0.323943661971831,0.3333333333333333
11089,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0.4375,0.4,0.2,0.3380281690140845,0.3333333333333333
11090,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0.5,0.4,0.0,0.323943661971831,0.6666666666666666
11091,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0.5,0.4,0.0,0.3380281690140845,0.3333333333333333
11092,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.5,0.4,0.4,0.19718309859154928,0.6666666666666666
11093,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.5625,0.0,0.0,0.19718309859154928,0.6666666666666666
11094,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.375,0.2,0.0,0.2676056338028169,0.0
11095,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.375,0.2,0.0,0.2676056338028169,0.6666666666666666
11096,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.3125,0.2,0.0,0.2676056338028169,0.6666666666666666
11097,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.3125,0.2,0.0,0.2676056338028169,0.6666666666666666
11098,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.3125,0.2,0.0,0.28169014084507044,0.3333333333333333
11099,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.3125,0.2,0.0,0.28169014084507044,0.6666666666666666
11100,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.3125,0.2,0.0,0.28169014084507044,0.6666666666666666
11101,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.375,0.0,0.0,0.22535211267605634,0.6666666666666666
11102,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.4375,1.0,1.0,0.22535211267605634,0.0
11103,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.375,0.0,0.0,0.22535211267605634,0.6666666666666666
11104,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.375,0.0,0.0,0.23943661971830985,0.6666666666666666
11105,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.375,0.0,0.0,0.22535211267605634,0.6666666666666666
11106,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.375,0.0,0.0,0.23943661971830985,0.6666666666666666
11107,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0.5,0.2,0.0,0.30985915492957744,0.6666666666666666
11108,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0.375,0.0,0.0,0.2535211267605634,0.6666666666666666
11109,0,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0.375,0.0,0.0,0.23943661971830985,0.6666666666666666
11110,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.3125,0.2,0.0,0.2676056338028169,0.6666666666666666
11111,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.3125,0.2,0.0,0.2676056338028169,0.6666666666666666
11112,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0.3125,0.2,0.0,0.2676056338028169,0.6666666666666666
11113,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0.375,1.0,0.8,0.2676056338028169,0.3333333333333333
11114,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.375,1.0,0.8,0.2676056338028169,0.3333333333333333
11115,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.375,1.0,0.8,0.2676056338028169,0.3333333333333333
11116,1,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.375,1.0,0.8,0.2535211267605634,0.3333333333333333
11117,1,3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0.375,1.0,0.8,0.28169014084507044,0.6666666666666666
11118,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.4375,0.2,0.0,0.3380281690140845,0.0
11119,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0.125,0.4,0.0,0.647887323943662,0.3333333333333333
11120,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.6338028169014085,0.6666666666666666
11121,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.375,1.0,0.8,0.28169014084507044,0.0
11122,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.375,1.0,0.8,0.29577464788732394,0.3333333333333333
11123,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.375,1.0,0.8,0.29577464788732394,0.0
11124,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.4375,0.2,0.0,0.3380281690140845,0.6666666666666666
11125,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.375,0.2,0.0,0.352112676056338,0.3333333333333333
11126,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.0,0.4,0.2,0.4507042253521127,0.6666666666666666
11127,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.0
11128,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.0
11129,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.08450704225352113,0.6666666666666666
11130,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.125,0.0,0.0,0.014084507042253521,0.0
11131,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.125,0.0,0.0,0.014084507042253521,0.0
11132,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.125,0.0,0.0,0.0,0.0
11133,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0.125,0.0,0.0,0.014084507042253521,0.0
11134,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0.0,1.0,0.0,0.49295774647887325,0.6666666666666666
11135,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.125,0.0,0.0,0.014084507042253521,0.0
11136,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.028169014084507043,0.3333333333333333
11137,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.04225352112676056,0.0
11138,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.028169014084507043,0.0
11139,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.125,0.4,0.0,0.5915492957746479,0.0
11140,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.125,0.0,0.0,0.056338028169014086,0.3333333333333333
11141,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.056338028169014086,0.0
11142,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.056338028169014086,0.3333333333333333
11143,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.056338028169014086,0.0
11144,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.028169014084507043,0.3333333333333333
11145,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.1875,0.0,0.0,0.014084507042253521,0.3333333333333333
11146,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.5915492957746479,0.3333333333333333
11147,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.3125,0.4,0.0,0.5915492957746479,0.6666666666666666
11148,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.5633802816901409,0.3333333333333333
11149,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0.1875,0.4,0.0,0.5633802816901409,0.0
11150,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1875,0.4,0.0,0.5633802816901409,0.3333333333333333
11151,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0.3125,0.4,0.0,0.5492957746478874,0.6666666666666666
11152,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11153,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11154,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11155,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11156,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11157,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.08450704225352113,0.0
11158,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.07042253521126761,0.3333333333333333
11159,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.1875,0.0,0.0,0.07042253521126761,0.0
11160,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.09859154929577464,0.3333333333333333
11161,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.1875,0.0,0.0,0.09859154929577464,0.0
11162,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.09859154929577464,0.3333333333333333
11163,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0.1875,0.0,0.0,0.08450704225352113,0.0
11164,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.1875,0.0,0.0,0.09859154929577464,0.0
11165,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0.3125,0.0,0.0,0.11267605633802817,0.0
11166,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.375,0.0,0.0,0.1267605633802817,0.0
