CustomerKey,YearlyIncome,TotalChildren,NumberChildrenAtHome,HouseOwnerFlag,NumberCarsOwned,Age,BikeBuyer,M,S,Bachelors,Graduate Degree,High School,Partial College,Partial High School,Clerical,Management,Manual,Professional,Skilled Manual,Female,Male,Firstpurchased,Europe,North America,Pacific,0-1 Miles,1-2 Miles,10+ Miles,2-5 Miles,5-10 Miles
11080,170000,0,0,1,2,56,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,0,1,1,0,0,0,0
11081,120000,2,2,1,3,49,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,0,1,0
11082,130000,0,1,0,3,49,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,1,0,0,0
11083,130000,0,1,1,3,49,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,1,0,0,0
11084,80000,2,0,0,2,58,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,16,0,1,0,0,1,0,0,0
11085,60000,2,0,0,2,58,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,15,0,1,0,0,0,0,0,1
11086,70000,2,1,1,0,57,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15,0,1,0,1,0,0,0,0
11087,70000,3,2,0,0,57,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,16,0,1,0,1,0,0,0,0
11088,80000,2,1,1,0,57,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,0,0,1,0
11089,80000,2,1,1,1,58,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,0,1,0
11090,90000,2,0,1,1,57,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,17,0,1,0,0,0,0,1,0
11091,90000,2,0,1,1,58,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,16,0,1,0,0,0,0,0,1
11092,90000,2,2,1,0,48,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,1,0,0,0
11093,100000,0,0,1,0,48,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,17,0,0,1,1,0,0,0,0
11094,70000,1,0,0,1,53,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,15,0,0,1,1,0,0,0,0
11095,70000,1,0,1,1,53,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,17,0,0,1,0,0,0,0,1
11096,60000,1,0,1,1,53,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,0,0,1
11097,60000,1,0,1,1,53,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,17,0,0,1,0,0,0,0,1
11098,60000,1,0,0,1,54,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,16,0,0,1,1,0,0,0,0
11099,60000,1,0,1,1,54,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,1,0,0,0,0
11100,60000,1,0,1,1,54,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,17,0,0,1,0,0,0,0,1
11101,70000,0,0,0,1,50,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,1,0,0,0,0
11102,80000,5,5,1,4,50,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,15,0,0,1,0,1,0,0,0
11103,70000,0,0,1,1,50,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,0,0,1
11104,70000,0,0,0,1,51,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,1,0,0,0,0
11105,70000,0,0,0,1,50,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,0,0,1
11106,70000,0,0,0,1,51,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,0,0,0,0,1
11107,90000,1,0,1,1,56,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,0,0,0,0,1
11108,70000,0,0,0,2,52,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,17,0,0,1,1,0,0,0,0
11109,70000,0,0,0,2,51,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,17,0,0,1,1,0,0,0,0
11110,60000,1,0,1,1,53,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,17,0,0,1,0,0,0,0,1
11111,60000,1,0,1,1,53,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,17,0,0,1,1,0,0,0,0
11112,60000,1,0,1,1,53,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,17,0,0,1,1,0,0,0,0
11113,70000,5,4,1,2,53,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,16,0,0,1,0,0,0,0,1
11114,70000,5,4,1,2,53,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,16,0,0,1,0,0,0,0,1
11115,70000,5,4,1,2,53,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0,0,1,1,0,0,0,0
11116,70000,5,4,1,2,52,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0,0,1,0,0,0,0,1
11117,70000,5,4,1,3,54,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,17,0,0,1,0,0,1,0,0
11118,80000,1,0,0,1,58,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,15,0,0,1,1,0,0,0,0
11119,30000,2,0,0,2,80,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,16,0,0,1,1,0,0,0,0
11120,40000,2,0,1,1,79,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,17,0,0,1,0,0,0,0,1
11121,70000,5,4,1,3,54,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0,0,1,0,0,1,0,0
11122,70000,5,4,1,3,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,16,0,0,1,0,0,0,0,1
11123,70000,5,4,1,3,55,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0,0,1,0,0,1,0,0
11124,80000,1,0,1,1,58,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,17,0,0,1,0,0,0,0,1
11125,70000,1,0,1,1,59,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,16,0,0,1,0,0,0,0,1
11126,10000,2,1,0,2,66,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,17,0,0,1,1,0,0,0,0
11127,40000,0,0,1,1,39,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,1
11128,40000,0,0,1,1,39,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,1
11129,40000,0,0,1,1,40,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,17,0,1,0,0,0,0,0,1
11130,30000,0,0,1,2,35,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,1
11131,30000,0,0,0,2,35,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,1,0,0,0,0
11132,30000,0,0,0,2,34,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,1
11133,30000,0,0,0,2,35,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,15,0,1,0,1,0,0,0,0
11134,10000,5,0,1,2,69,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,17,0,0,1,0,0,0,0,1
11135,30000,0,0,0,2,35,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,15,0,1,0,0,0,0,0,1
11136,40000,0,0,0,2,36,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,16,0,1,0,1,0,0,0,0
11137,40000,0,0,1,2,37,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,1
11138,40000,0,0,0,2,36,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,1,0,0,0,0
11139,30000,2,0,0,2,76,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,15,0,0,1,0,0,0,0,1
11140,30000,0,0,0,2,38,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,16,0,1,0,0,0,0,0,1
11141,40000,0,0,0,2,38,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,1,0,0,0,0
11142,40000,0,0,0,2,38,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,16,0,1,0,1,0,0,0,0
11143,40000,0,0,1,2,38,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,15,0,1,0,0,0,0,0,1
11144,40000,0,0,0,2,36,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,16,0,1,0,1,0,0,0,0
11145,40000,0,0,0,2,35,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,16,0,1,0,1,0,0,0,0
11146,40000,2,0,1,2,76,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,16,0,0,1,0,0,0,0,1
11147,60000,2,0,1,1,76,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,17,0,0,1,1,0,0,0,0
11148,40000,2,0,1,2,74,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,1,0,0,0,0,1
11149,40000,2,0,1,2,74,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,0,1,1,0,0,0,0
11150,40000,2,0,1,2,74,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,16,0,0,1,0,0,0,0,1
11151,60000,2,0,0,1,73,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,17,0,0,1,1,0,0,0,0
11152,40000,0,0,1,2,39,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,16,0,1,0,0,0,0,0,1
11153,40000,0,0,1,2,39,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,16,0,1,0,0,0,0,0,1
11154,40000,0,0,1,1,39,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,16,0,1,0,0,0,0,0,1
11155,40000,0,0,0,1,39,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,16,0,1,0,0,1,0,0,0
11156,40000,0,0,0,1,39,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,16,0,1,0,0,1,0,0,0
11157,40000,0,0,1,2,40,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,0,0,0,1
11158,40000,0,0,1,2,39,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,16,0,1,0,0,0,0,0,1
11159,40000,0,0,0,2,39,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,15,0,1,0,0,1,0,0,0
11160,40000,0,0,0,1,41,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,16,0,1,0,0,0,0,0,1
11161,40000,0,0,0,1,41,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,15,0,1,0,0,1,0,0,0
11162,40000,0,0,1,1,41,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,16,0,1,0,0,0,0,0,1
11163,40000,0,0,1,1,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,15,0,1,0,0,0,0,0,1
11164,40000,0,0,0,1,41,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,15,0,1,0,0,1,0,0,0
11165,60000,0,0,0,1,42,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,15,0,1,0,0,1,0,0,0
11166,70000,0,0,0,2,43,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,15,0,1,0,1,0,0,0,0
11167,80000,0,0,0,1,43,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,1,0,0,0,0
11168,80000,0,0,0,1,47,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,1,0,0,0,0
11169,90000,4,4,1,1,47,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,1,0,1,0,0,0,0
11170,90000,4,4,1,1,47,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,1,0,0,0,0
11171,100000,1,0,1,2,47,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,17,0,1,0,0,1,0,0,0
11172,100000,1,0,1,2,47,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,1,0,0,0
11173,110000,0,0,0,4,48,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,16,0,1,0,1,0,0,0,0
11174,110000,0,1,1,0,48,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,15,0,1,0,0,0,0,1,0
11175,70000,0,0,1,2,52,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,17,0,1,0,0,0,0,0,1
11176,90000,4,4,1,1,47,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,1,0,0,0
11177,110000,2,4,1,2,73,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,0,0,0,1
11178,100000,2,3,1,3,72,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,1,0,0,0
11179,120000,2,4,1,3,72,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,0,0,1
11180,160000,1,3,1,4,72,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,1,0,0,0,0
11181,170000,2,3,1,2,72,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,15,0,1,0,1,0,0,0,0
11182,70000,4,0,1,2,71,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11183,70000,4,0,1,2,71,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11184,70000,4,0,1,2,70,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11185,70000,4,0,1,2,70,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,1,0,0
11186,70000,4,0,1,2,71,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11187,60000,4,0,1,2,71,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11188,60000,4,0,0,2,71,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,1,0,0,0
11189,60000,4,0,1,2,71,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,17,0,1,0,0,0,1,0,0
11190,70000,5,0,1,2,71,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,1,0,0,0,1,0,0
11191,70000,5,0,1,3,69,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,17,0,1,0,0,0,1,0,0
11192,60000,4,0,1,2,69,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,15,0,1,0,0,0,0,1,0
11193,60000,4,0,1,2,70,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,0,0,1,0
11194,60000,4,0,1,2,70,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,0,1,0
11195,60000,5,0,1,3,69,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11196,60000,5,0,1,3,69,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,0,1,0,0
11197,70000,3,1,0,1,69,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,1,0,0,0
11198,70000,4,1,1,1,68,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,1,0,0
11199,70000,4,1,1,1,68,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,1,0,0
11200,70000,4,1,1,1,67,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,16,0,1,0,0,1,0,0,0
11201,70000,4,1,1,1,68,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,0,1,0,0
11202,80000,5,0,0,2,68,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,15,0,1,0,0,1,0,0,0
11203,40000,2,1,1,2,67,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,16,0,1,0,0,0,1,0,0
11204,40000,2,1,1,2,67,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,15,0,1,0,0,0,0,1,0
11205,40000,2,1,1,2,67,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,15,0,1,0,0,0,1,0,0
11206,60000,2,1,1,1,66,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15,0,1,0,0,0,1,0,0
11207,60000,2,1,1,1,67,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,16,0,1,0,0,0,1,0,0
11208,60000,2,1,1,0,67,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,1,0,0
11209,60000,2,1,1,0,67,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,16,0,1,0,0,0,1,0,0
11210,70000,4,1,1,2,67,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,15,0,1,0,0,0,1,0,0
11211,40000,2,1,1,2,65,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,16,0,1,0,0,0,0,1,0
